Total Node Running Coins: 80000000
Total Ambassador Coins: 1614168
Total Quest Coins: 1680287
Total of All Tokens: 83294455
+-------------------------------------------------------+--------------+------------+-------+---------------+--------------+------------+
| Address                                               | Node Running | Ambassador | Quest | Initial Rolls | Total Tokens | Percentage |
| AU1tc8R3hgzGehQcUvuJDowWVU4RWwgmDsbM6wzHanPXKSWDUZ6f  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1rj76z38YFNTB8CmvzAygVRuCkevzqsiGAdrYkzPJ8c5jfZNdX  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1rG3LYZ6aEmUvaRM3LeYwVsPjgZDayL1MRFhEznPUdK1sHegCd  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1rEyKUADDv5uKuHyQ2fsnHVA63cKSu9NKvk4LgVtDYoeQKqHes  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1pxtXeYAHBfLoeNSTNfrfRfnDnkanYtDLh9tQJ6TM64eW7XNLy  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1pQQd4pfaEgYzewR29YgdR1ntmJkP7jcwNDA42QfwigSmQQA6q  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1oVxNQHmp3mLbggiVuWZwwo9tMhYrDGa3iqrmcm3LM3Bgyu5ze  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1oLq6x5HQBpiAh6mDTLjVUETXrywLNwANebs58iZvLk1cGNVEx  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1o3XeZ2QygbqZn5hFJXBCggZWh5G4pgDRoYPUNEAVvpWikquhJ  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1nfMkfhKLDTy1M9DhrwKc5VFWfwUXSexcEVULNhTtCEsgfVY6n  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1n1d6zZG6dhPHU8xrkfLS8s4AXEKukFD1FqBBcfUZfnvw2Br4V  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1msSBhNSKKw9zejdmYgJKrC5TcH6PmzUHJAob3nxLpetJuo3CH  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1iopx91cpcCtGaRdb3rwmvNHGzMmLv1NHB1SeygdnnwF2RCbr7  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1insDyuE7ijnuwJWUKfwocjQPjA11N14dm7uAcbgBY4jGSpXxF  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1iZWk2SYKNtHmbiCxGKsUxjPtS7VBmJNmunqEGJGxgb9am4Hix  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1iE5Xaep83syuFGcAMRK8EXtXYV6yyCmQMwLwhuEtJuH2KQbyq  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1hTpatrZH9P5fL3sGLSXKeygfJ7PVJ6ULqj4ZWktmPsVUrxcSr  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1hRVoLSkdG2Pnxav92rnmq4fV97Je6qDz4TiKt32omcwQ8i3Zg  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1hE5h1xCFTSqXCAQGjxLKNug44VXCtwnD28iv8eYhps3Du18NJ  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1fz61LTayfteLi2i2rD7YkLLQ2ND6hnMAc3rworJaEpjDF1i59  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1fje9YbxDio8kuhmLYHrc178saJMhwub8B3AjYvk3F8XtiUhE4  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1fjLYtRrgTjR7jBzPsp4FgMYDgiMmuiWAsUspcEiUv8z8V1CFp  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1fNqCqafXjHoe9xjoK11FvihWfbvystK6kBb9yKAr14ZhZyTxK  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1eapDSkbKCwG2wBBozEZMAK8FuGhqKg63raoNSji7iyabgQwzx  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1dFWtYKZQS2nhP4gGkECAWMY7fjXr3UL9u86UbP4iNyLFecyBz  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1cht9p9zDNxc8f7t4vRqCPa6sUxzsUwi13vmRSnM7gX86ztwUC  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1bP5hh6QbihURF1cCSbPPfPYu8ERKvKHh5V8usEEjZgmG9jogV  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1bNg4HEEwBSEZPM4QzhpVoLYnbkM2YvRMyYZBt3dsPJoc9Qtvv  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1aP3S4K8qEVm1uWmVLi4UsEbj1AhodpUQZfzR3fNqC9q2RFdRu  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1ZgjUsUG6rb5CvfTujsfBoi8MvMzHThX24BDXKZwHM1oyUfh8d  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1ZBs2dReEp91WQmQ8SKgccmekyy34XMxo24vHMqd4MPfPsV8Ey  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1Z5cJNyJm8JngiXmAcQ1ChhbkqZkA5r9CZichGHLHUzFtJ8WwP  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1VgHt5VjcmsG67U7vqsG7FjsohHu6YYMPFps1VASvx7a3VXJ7w  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1U33ADmjEXgLJ5pek11imYQ5GfENviwFWuRsARugtwjd9KX62s  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1Tw7bC1msqEBWgHZoQkRYtMFFDCgNn3yiUzKiQgEzbBPPDvHTg  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1RzvgLeLvAzn9ckAqnkV8Aj9RPhpYhq6pzPn17A9nHrDLHL7HZ  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1Pwn4rhDpwYficZQyqV4YZbHgu7hzXDp92K586DoRoHBGtjci4  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1NK8grs6UvNZGaqcJvTjp8Yto36g4xcYv9fEbTP6bbDPN6UuhB  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1M7W5ksDGjyDGakrMGoX9h1XXoMKx9c1nYNeXBBYZ9wPY7uyE5  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1LRdCodMzF3BnVsToDxopaMDfn1LsUKopXNDipLrkVVaoeXWSX  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1LFs8N5v8ZiPMqWYN4oY3T6it3FpBDAwNDicZnef4PyZ9USBhR  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1Kj2oc4A236TEC5qoNHyCY792rVLefNjpq6G3MXCRGsP2MMEVH  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1JeFXdiakQH9RGrj1EA8fgSJFnaR8GnRX498A5ao6uvTWqbmzH  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1HWzdfmcdiiMNZyQpQfiqMYw91QCrKifATmigH6WLYv7roKaZq  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1FEkzWvbjXRKntURVA5UcK2wrxiQpCsunqpZa5gE2wKjc2rHru  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1CCj1LQiM215XvYWEcVPpYyLHje7NgiHqVvnm96dAG5GL9B2DC  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1B5QtAzPcJ7UXvwo29918TMqmYeRGVJW9Qi7Viqs8F8w6scyQh  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1AcrkoTAqKDCeZr2zGJKqZyFtSv8gfPksHgWYBpYmDV3EVKUEh  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1ANsKak59q4nRuvDsCijrqbrNd99P27p8ahTKfw8THqb1sanhq  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU172265aJvgWtZJmZ9F3335UKN8EYM3qWWs2tvygYkJ1SZcNFwb  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU16rRDuVTzeCNAsbiHbh7sA5sV5zLpSFfJ94nHKPPkzLmMXrZaz  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU16jV93FdE11mpNMRorbbpAEUWqWPr9xhvvFtUxPmCuxuCXCqQ9  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU16fvJJUMfnox32zkVGnZzp9JKsit3c7DcTcTGQemaErDJocXNd  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU13RMbJhmgEmApAYTPdrKnYYfyNs4sXps6npqcBfJ6aZ1VhAMGz  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12wZabCJoykrnnZkhRsUDPCBtyLNUwCP7DmytaLXSWmWAR343bA |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12vzeWC9UWRA4kNwdr6ypM8EcNkF6P3Qm8QeVtnQq9g2pB5iS9  |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12tqdFU3ScLUsfwzy92x9Ynd6YJSXoZGTDiG1a5TN3ju2ZHvJ6U |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12tqCvaXcGq8SWRwP6GUp6zjNAGfJW3EnRmMzuQf1EcZ9xJnkP6 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12tedvjBPjJeEHFdvqHXQBJCge3EQawz6kBQ2Mc1CDo5bSktngh |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12sce7bTSLEW8zoRwBkdFFFMBtXMJaYpSUUiske29TYRAPb8zy1 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12rdJX4F9dHu8SCcoSFoufoCPpaRyv2wsPdxN8N543DoKtkkXzj |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12rMpiL8DYr2PHdZYzWp2r1KE9wY5Z2mfsDg8TgF9LmGgShtQ3s |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12qmbstPkGew2ahhuoNDVPDcukeBYZEPymetUnxFMjXCsmRHkUc |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12ohnK3yhKZXW2pkAL44L9HdAQ7Rd9finpqVPawDc5f2DLvoEFf |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12oX4uWGRPsiYhzY1CRHXaFFphfNgL5ReyhCYp1nL1BH8gKdwBd |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12nk4TckkoXMdcABXEC8TDGvUoa9NdvihFtWGUEKk6FtqBUmUM2 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12n2XAdcQV9jZTGzch621kJUB8rdBLB8yttMUY6THJnneoK2zMH |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12mbU8tSTKkawC7GPexbUtQJATNePiDCpmk6pgZnKdpkNFmpFix |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12mGhb1v6uJdRRzdNSHHmY4hpPh9atahM95BXKj3kNmr9uLzxoT |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12ktGNCYQy3nNibjoJufi7TQBS6hR82DMB6gWUN9mL7Unwymrzp |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12kQzjsAX12EqD3cSGnAyriqVgn7spgQcb77Pd5bqJHACnV8YEB |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12jiGrQCVjV68NP1mXMQ4iuGG7zuWqWGdwT9Bftukiqxda66oj9 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12gcjBrv2vjzVjdfyij27xBVvma3tdw2BoNVz76M534DBTCp6u2 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12g3q7A1uajX4xj6sodZXB8Z592HHnMeB3cazEni5aohf8RiGjD |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12fpVQtMawLXFBqhEZwkmssDroaEopc7G8t4ojmzcs9GneoSfbR |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12eNtb43dgeFAzZ5aTkCzU9D34ifMuZfPz5XMgmrUhrD6MHNhbS |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12cf2cNiG6BDevbhLHwxgygZ6QjyTMhsomyCZ85XZn5Np191CUG |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12cWEA26ZzUN3qwHeTPcde5UHtCQAsJ8DYVBuNSc4Gi1gPSnBju |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12ZRBnuDk9e84Gfxgvj4NFksWUxmjm4X4q2ziDq6rptE9Xh9D9r |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12ZBya4cPccrCUWLzBYoyHKH98VwE9hozDELU7YxKsLHE2BWwXx |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12Z9jJs98k21ejPkAUjcq8vZsQCApkTSoK2n3zuHM3fWcA75AB8 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12XEbbCUS9jcSXL2oJGBqm7BJCGtms1dkZuZS3tfszDB7CQkFn2 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12XER6pWuQ18AGs9AgQmuZTkGBNRPUd8QfEVspjDQ9scMDgcENa |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12Wh9MZHeJEtEz2vs6Hw6YX5XZhJMW33ZERJHbkGtfm45NtrJzS |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12WfCAviBRQnQ8aCbQuFhogbQvnYEaQCFgWVCiVariUyMcxk1bC |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12WP5SVzER4QKbWktbr1zfv4WAAxHnkkS45PsLjQrW3zLLBDP6P |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12WFVeBeUF6iQi3ebDmCM4eNdEGJSHmMZp1kNPvtXqw2ijUbxE5 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12UsEEKGZcSzCnqkU8DFsxN24XeVpL4zB9AQcm7oP1TqkvJ5e4t |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12U2u7sfTj5aBq8fTpwsDosFVYzMvcHqbTBsmmA8kxh6SkAcwgL |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12U2XQXJWQyYRM7A3fLR1MaFZZuZETraJFQ4G66fphBeNY7mHxs |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12R7sbUvn5teMtaXZNuuk2Yp9o6H2HYnVDhPVzqCoP8PUaV7zug |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12QnxVJRRHFhmAzBRHB58MdzYq43zjBrxtVdpHGRj7xP1R6hZnS |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12Np3BEtxpn4wsbwdT3grhmUiZwh1VScryictAiuGhiXUYrzGX8 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12NEwFDTyzfTLuDkLgDreSixgm9mf3goyw6Q9gzXVe3Zst6ayrw |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12MTWpxvAtgCMe3oNRW5FtEP4egYzcvrKchJyoqrwDQjYrVZQQU |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12BqdGc2MSWJ289Lqb4cebYzkecPn7eRY2yc98XCiaT9xMRkWJ1 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12AhCLNc1CT1jLtkbVnNQi2f6xK5ksK2rEixJtjkJmYbaUVFgMW |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU129urBLPxomCNFwgJUnDGARu5b1JSJkkvFotYvW3e7QHgzXKsHa |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1298hEGiE7HFiMrMJ68SEMKDJCU9KDFHxt9THF5E6KE1eSVk4Ao |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU128va7tPUq6bK61i54zyVyRxvPQmFL3yjoc2HeD5EWAmv7cqSWy |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU128Z9xUTjkzfQtJXbzqgk3TRpghgz3BdpdPPLPvtrETGFKA8cYr |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1285Hha9izU59svzvKBqqjMSz4S8kV6kRGqYCdw5BbZ5RacRk61 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1273DSKPGzS2N2sM4Gb2v36ZEdEge6awrbLiiVwgQfJzvzezvD2 |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU126ZeEAXCT1ZpodGfTtwXQseMzTmXkSPfjzAWg2XMxaYJcfJBed |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU1247gPZXmcc9EVMwE4bTcmidj1yTZJkCoC1E8ZUJD3nDA84TWsp |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU123gYBcEkcJLKBiVSLPXSktgyHTVM3Xud9QXoZWwd9VrfR8n4yW |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU123NSfMpiX7jPJmKL53RA7hBdGbtBL3MdBVGVbE6vN7ShCsrnwT |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU121ggBmHnxYnzuZGVidSL6QVaR8B1AUN7YMWjYXZR4WywUGCEsx |            0 |          0 |   166 |     False     |          166 |    0.0002% |
| AU12wGbhNnctk5XaXyoxgNRAe3DqwL6giuQqehxzEqogaitaFH1Bv |            0 |          0 |   165 |     False     |          165 |    0.0002% |
| AU12vzojesenMrbgoiX3NP5GnWrBBmdYjyYGx5bM1dpYpLE4KV11d |            0 |          0 |   165 |     False     |          165 |    0.0002% |
| AU12MzVcbiStTuCVVTgSZAiCW3RFXzHx7n7AnBhWe5k5FV6UhVxxY |            0 |          0 |   165 |     False     |          165 |    0.0002% |
| AU12HruNEkmmUfrrAWWSBxG6ECfcEnQ1wckEeHiwb6JLQaAE5Wqy9 |            0 |          0 |   165 |     False     |          165 |    0.0002% |
| AU12EcNkRwWwrrxtwybLpR2fzkTj6hkJysYzzR9HoZydoPnCPRxqG |            0 |          0 |   165 |     False     |          165 |    0.0002% |
| AU1pxgNkAotxfF96DYntM43FgPmAmf2cfDBn3X2GQBAgpUBw4zJ   |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1pYtAf3Vb51ATNzne6s5SV15vtmuPMZjK4HRc39uLod6gTUniX  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1kmBJnC3twdvkbtsgr55tA2x71Udy3hXP6n5MTiDBBNYMPJfvg  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1fUiv6xyiXcVAomJFfKzvpmdQbbv7RzTUvhGDBV4AXhyGYtakJ  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1eMwCvkia4btrajfrwoNkWCYgvTwA81BYyvf1RewQnACcDXgm2  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1aEZg2bzjR4zS49C3QvoQ75suLoSuvCjn6wdhg3vgykZDmjNJy  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1ZRuzUWBaRHt1yuU6aJbLpCbyWgvkeqGAeDJhtswNDQq5PEshW  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1Y9s87YuaFrBbHeNBfdn2aszjM69yBHTzYiwJreTV1HERezWum  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1Y7JaHEo2pB4RnuKSwsMVLRynJqrr2kMCbXkCBfUKyyM87hhVH  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1TpQAPvcdzcoHuSkF62DshRLBkt4JaFyWcrsQABiQRxC9ttkWy  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1SAVXkiae1Wv44ndYC74tGaC9b9r77cjxrJR5tqbaWK3a3uTax  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1RJmzTXtNTAfkYaa8DRb6sjSS5FZSMsVBTtH9MZP5AbfGQLdh2  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1MSVQvjmLYALkQAsw7itqu27mUpy1BPptvhULGNdgAUbuyWVKT  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1HXJLc2xhRi9FtjduV1KkVoWQAYgKWwSMcr8qtxbMksBKyXv2d  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1GYvGhccaGkvCaFnSvbxmuqwaQU5XWLSyvzzKRengPy8MXB75q  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU17oqc23cuasg9A9sEjX8q4vpMipVrQmsiLDKwiQMbhLjGfHmTy  |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12s8srzz51sXY84wZZVubd3NY6qKz68w8g7CC1aUnY4pbrpv67G |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12pjUQPboAwYJGmTpxrKMeFYrMBzbErtuSdNXvTMFk2EvVP9US8 |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12pEnumxbFz5Q68NYHtHBZpJi9m2CRGWnwKQ73ye8DVGxQBW9Tb |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12mqzQxRNZjySXwxgpwhjRSy2bsYf9xSsGVCpZBKE6KWr7i4WvA |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12kRkonG4vMxdxeiYrfcpeAS3cP6wE8TMdLNEEn9HSRvyqBC3dJ |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12k7R3TPUbSGvdEBfRHQLbt8HaXMowijWbJNyptJiXzxJffdCVp |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12epd3bhfnm3NbZcdwCc3DPpSt12tw9NJXgePFa2eVvuRwxFNHt |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12Zx6FXd4Qzojswe8HPfmsk6xJFPeQNesDweAXPFkwZgB3ewWhd |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12XPVCcxgbCy2WFb3qKVFReE4BaRUo5HDRwTgGkgnH1J1p212j4 |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12Wi7o58rfXumeG11Kjn17j2ytkMsEruVowq8NNFpdKBSZCveRa |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12WNyodFKKZEnFPm2s4o6qeKQ3FCBzdqcq3ddXEa4qXmWbobxWk |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12VDJqiWMQFz8iP7EN8YaGdmzcpU57bJJyLUaVnroKppF8EWGbA |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12UmHtyHejTz5WFFfEAjdQxaES8f2J5933mGJxERh4vXGQ6DaDw |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12KHiHwEwZXTFnJUgacgMh8tAWWwsL2qwTypWzrZztkeExfD72n |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12HroKmCiVoX5uRR4UiHVedcRRq2tkqRoVG8CB675kz4es7tGAK |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12DYt282FYdLE3fLRLEjbSvNHq5GwQHySFJtBjPE2BnHgt7LB1y |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12Bz7bGAiKG9iXQK8GH39tgLZKJckAmDjQCALHuybUY19XADxgP |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU12BmuNBKhnuibw1tt6LQ7WTvK76Z8HGWWiz6dHzByBe2M8cade3 |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU127vbezaYTrUAjYFmK9uYNboUBXKoiTUYCh92XgfhdZqtfmEp4E |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU127743wxGakNEaz9xAt9f7ULpgex8dCZYdGZhzqCE8vsx9AbsFm |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU123GL4oz2tcPNxBSdT2QLTnkHLrZfMivKv9ufpQvn2tHNkCmTqX |            0 |          0 |   164 |     False     |          164 |    0.0002% |
| AU1yxVPiiUcCKz5q5TF3ttfgvNJ7apRgsm4ZSoqHGyc75ZnZuGuu  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1yHM1bWivTNxshPht1edabMKDWjhQo7Jv6u2jv4CY2D9yiUE2v  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1yEUpaCZFLZCX6oA3KzFL5VVr2yAXVcn8rvcrx1Lq3Fq66j14m  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1xgao4MzABUTxVncnEdCoHAKbjpMwCvdVYhWHR8XxFF33Skmhs  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1xVsRXdwtvXj4xqw1ok25Bp15zgvNHonLauXS58PRy7v7JftG4  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1x72tYstjcQg3HRnk2KVS6b9m1TVdVGmWceEKasiQQ125Z61FN  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1x3Bq25e15FMWsfZ165gHeTp2Q9JcRCQJj2JExKSxCmhZBB732  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1wnAk3TeukCurRPrndocKwHnpVm5pxcLF9szBGhpbKFyYJHD7b  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1waAPDhGo8DwJqf81UNuqpuCBitEcGDGNo7jA4mtVhtJM1fyTQ  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1wLD66wpWJYhbkB6jiQqT2jVcxqxZyFVrXH2TUU3PVxb9or2RQ  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1w8qU6niZSYjVoBvSoKhwRULvZhPrhaNdQpEYbgCJ8ajguhBho  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1w2iikkEZTauKmZh2pXcFDBNwyWAd4ifBWT7R5jTFcD2THg5Sy  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1voZFtJRz6hkHVspo8NmZGhYR34mb42FXaUgsDAs1tsv7Qp1tf  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1vimhvXpFDd1yMWfVu2Mi8Z2EVrpuukikdSyZ7xe5C3R9UF1Yx  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1vPYXG9zQKJj4o5p5n3V6q16M9JkTSnAaV4p2nzxCTW6K8d82c  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1u7X3tfdgk8mPxd9XsoP7WeSoLhdyYSf3ZeycDBzxbHhL7eTxN  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1sV7K7x4QdsX2CcY3t9UPxAx4hweuMNre33PM4NEmbFvfRBCBC  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1rx23KaNKXus68YJRKbKAF2VqFEyG6bu5DEPHaweqBMT9KsXqg  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1qgdQmMSvFQkV87X6GjtxwSZ5Zdt8wVvojTyfN8jk9Xsxrhn8t  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1pqLPg5P7c6tRXGWbQgmQo2KHefsEobHtW5N3EhmzF5QEFBDo7  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1pRdj4xaYJ9V2xLrKhUKtLFYrP6krdNQjrbUrDodZ3uXHAvJ7z  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1oNWT2yKoNHnnqwFuuyU2Ve7DEpmBbJ43Wcy91q7PSz1F2djdj  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
| AU1oDPonktRHJ48QtzJmgMckPZtKFehCTCBr6BWqFvMnf48j2Kk9  |            0 |          0 |   163 |     False     |          163 |    0.0002% |
