Total Node Running Coins: 80000000
Total Ambassador Coins: 1614168
Total Quest Coins: 1680287
Total of All Tokens: 83294455
+-------------------------------------------------------+--------------+------------+-------+---------------+--------------+------------+
| Address                                               | Node Running | Ambassador | Quest | Initial Rolls | Total Tokens | Percentage |
| AU12mbzHqTu319goN433xXeBZeVBmJ6ps4wRC9mTAHEiDfni2YjCg |        11441 |          0 |     0 |     False     |        11441 |    0.0137% |
| AU12FVWVAXicAa6LJVV8ThJo8J43RshKddimDG7LXBybqE8rEf3Av |        11438 |          0 |     0 |     False     |        11438 |    0.0137% |
| AU135V2aFwaRkcgLVaHFD5QLNnJZ31ffMuk6Wp2Pma4Z97qHB9U7  |        11362 |          0 |    73 |     False     |        11435 |    0.0137% |
| AU1N6cXqPFERd93dmyFRJmSVkxNesB9BQcEu7Zc5J2FvcESqcW86  |        11433 |          0 |     0 |     False     |        11433 |    0.0137% |
| AU12tYiDnLE9YBZcuDcMY9oT133jcCTRFA5ixw77vLF9TNHAkAQLv |        11431 |          0 |     0 |     False     |        11431 |    0.0137% |
| AU12pJPz47MzhxUTRAJ8hCVd3ogKkbifapDyhwXkWWfV8aVbsGtEr |        11315 |          0 |   111 |     False     |        11426 |    0.0137% |
| AU1apiL7wcHwr5mJQsmGVmJmC8xh2YE5VTQgsqGTxywfmaXZQUJ   |        11412 |          0 |     0 |     False     |        11412 |    0.0137% |
| AU1X6AbZmcyjc6biWAyKMfUsnN5MVSdDoti3sL648myE8ewMG5ii  |        11408 |          0 |     0 |     False     |        11408 |    0.0137% |
| AU1EnjiETP9fohhQDh1G4i37PBxYLsgq42qFhNofWTDf5XzToLu8  |        11322 |          0 |    86 |     False     |        11408 |    0.0137% |
| AU1eZ924MuTekWDpmdZnikqPFHKqdFj6Yy2Qk1ckni571gtjbizw  |        11263 |          0 |   137 |     False     |        11401 |    0.0137% |
| AU1ecvSqgZuoqKQXbspfWL9hQX3ZnjNXeJcUnhsA6ob5WKCdhfot  |        11277 |          0 |   123 |     False     |        11400 |    0.0137% |
| AU12ETvsYTuZ7NgtDYTSHmbpcRWMcNwxwgU54x8TpWcnY7iLQ4auD |        11395 |          0 |     0 |     False     |        11395 |    0.0137% |
| AU12ELpjyKXfvwjwY7WF1UvbTb2m2Y4i3XSmSzjxcyqVMcpSnwuxi |        11393 |          0 |     0 |     False     |        11393 |    0.0137% |
| AU1up7z3LwHhRA99SxrySAftapBBpe9k1agHFzEpicqBA6UBUEWK  |        11392 |          0 |     0 |     False     |        11392 |    0.0137% |
| AU12RhtyjBSaQMVDsGm1yf1fYHEEZf4B5wNevfbMtnUppg4rzK2ax |        11392 |          0 |     0 |     False     |        11392 |    0.0137% |
| AU1S9RgKATcdd7T6bJNRutMWRC8eCx3Jib6zBXYrfZ2ZcjTEG6GF  |        11387 |          0 |     0 |     False     |        11387 |    0.0137% |
| AU1PbgwEh1e8pA85aEjNQxdUM7FqexryuRnk7dNaLgQcDzJxYnND  |        11381 |          0 |     0 |     False     |        11381 |    0.0137% |
| AU1mpSMqsdng8HFnN6ARyjvkAybvTR9oQ9zU6CE4UrdX21wETmao  |        11380 |          0 |     0 |     False     |        11380 |    0.0137% |
| AU1bDhGKqLXk2qdwEjpWBthEnxgMoXAh7y4stR9E1Nd5n4n2kknG  |        11376 |          0 |     0 |     False     |        11376 |    0.0137% |
| AU12EZsF8Ff7sXe821G3MJUzeVRGDiXAcVpxjBb3oMww3SdAETUZZ |        11375 |          0 |     0 |     False     |        11375 |    0.0137% |
| AU13YsscHerox1YWZzbrUshaWdziBex5Tbcnbr44VzGQzRDMuQEn  |        11374 |          0 |     0 |     False     |        11374 |    0.0137% |
| AU12rgpgXRr3SUQs8ERbC36vB32xLRY9Qt7Q7VKowaHDGZQt3ybY3 |        11374 |          0 |     0 |     False     |        11374 |    0.0137% |
| AU12AW25x92tYnVbvmmaAGf5TjcFjmf445GAShTVLVzgaFk1qKMSu |        11284 |          0 |    90 |     False     |        11374 |    0.0137% |
| AU1dekXRuHTwJ47mJ6jyfMtwpM8BZoYzWNHVU98qzMqGxvHs9VZ8  |        11373 |          0 |     0 |     False     |        11373 |    0.0137% |
| AU1ZUc5DAJ9p7KYo4fCLpHi1EULRuiBqaj1WstVfoKLdy5KFrSK9  |        11369 |          0 |     0 |     False     |        11369 |    0.0136% |
| AU1Ucajrg2e5K64uLri9FGQYVNUWj8FK9VMxZybgePhq5Vug9XsW  |        11369 |          0 |     0 |     False     |        11369 |    0.0136% |
| AU1VCXnqnFuW7Z9k46UgpKE8T4EA36jw3DmWgiE8PWfHBYJUECYc  |        11270 |          0 |    97 |     False     |        11367 |    0.0136% |
| AU1x3AHBMVx2eDqUanR6F29F9WD4KWee9U6bfPgViYDQsjudBVXE  |        11362 |          0 |     0 |     False     |        11362 |    0.0136% |
| AU1gHDyBKCb7XeBKbiMfzEuZYCE8q2xCdLjREFuV326LPzncz6G8  |        11360 |          0 |     0 |     False     |        11360 |    0.0136% |
| AU1di1ma3fCKmeidhp43f5GWG1j9S7Y1asxGQ7gGEEdC69RUr1mQ  |        11349 |          0 |     0 |     False     |        11349 |    0.0136% |
| AU1TNcemYRWYWYFFfnA7kAdcWCTMmmEHZTh6tVtVL83kBAYDBRfc  |        11346 |          0 |     0 |     False     |        11346 |    0.0136% |
| AU12NyGdKf5sW7zoKduYk9UyuN4mGXeEcquVY41ZkD3CqDMPADG8  |        11343 |          0 |     0 |     False     |        11343 |    0.0136% |
| AU18UKgSS8Gs5ea6V1SuM2Exb6BsSjiss3bdWVaEnb7kEdyebR1w  |        11154 |          0 |   188 |     False     |        11342 |    0.0136% |
| AU1vuHHu7CzwYzZuYEiDMx8yfMQYpAucT1rEm5eDmp8kbLcGEQcU  |        11191 |          0 |   150 |     False     |        11341 |    0.0136% |
| AU12WomRWP5xgn2CtKtEohP2svGbnB5hcRKsS1oJCkBXGxoq4rZJD |        11295 |          0 |    46 |     False     |        11341 |    0.0136% |
| AU17TBoWiQTQd33ZsYzSerAtqKoLukZtidQ7tDbnJW2zjLh2N73W  |        11340 |          0 |     0 |     False     |        11340 |    0.0136% |
| AU14ejTWvWtuP6SrYCLxWVxdQD64DpYoa9yJVNr49q7JHVZD3Q47  |        11162 |          0 |   175 |      True     |        11336 |    0.0136% |
| AU1251Uha5nc8m7rHzrpTqNDY8Cbc1bx1TyJh8PXnuHiPv7WRbYxr |        11223 |          0 |   111 |      True     |        11334 |    0.0136% |
| AU12dq2jjUpmJpaiwx4YYafTHE3TAQ9BeMXDuhHCoAmMbvEAdnTcw |        11329 |          0 |     0 |     False     |        11329 |    0.0136% |
| AU12VomxK9BCgSgwcSPmSCg1KBTHYyjaLnUaYL27hs7apKrNGovzQ |        11327 |          0 |     0 |     False     |        11327 |    0.0136% |
| AU12umYLebCbDBa6YjLRbBcGBpzVbxu6zmmqQMduU8H1pMGYZ2FhN |        11326 |          0 |     0 |     False     |        11326 |    0.0136% |
| AU1hBw89Mb5kjLxqenJhduRcCvci2tx9fMPApeboi9vk2Tyb2Gu3  |        11325 |          0 |     0 |     False     |        11325 |    0.0136% |
| AU12mfqEg5Acpf5JeGZ9x29boRTNE7KjHiuv26CSNpR6qRyBTg2nr |        11204 |          0 |   119 |     False     |        11322 |    0.0136% |
| AU1dqiKnWrQ4PE5U5VDC2V2Ng8itSKasaDx72ERk7u7s23quf5Xn  |        11321 |          0 |     0 |      True     |        11321 |    0.0136% |
| AU1GqnVvxqvBvtD1AJSQkb1NMzbYTZezhULywWcJeEiYcCj95vkV  |        11184 |          0 |   134 |     False     |        11318 |    0.0136% |
| AU12vBW3cc3oowJeMwUuBnvEbhj8k9mpgAFUMbsRSosgkZGWhTiQV |        11314 |          0 |     0 |     False     |        11314 |    0.0136% |
| AU12pKiwA1MF6LVP9CsjaQHt4dttdks72aYxNaK8ViZjeMBjTWNA7 |        11309 |          0 |     0 |     False     |        11309 |    0.0136% |
| AU12rGoXqmKs9YvYA6c8uiapQNyECbrxbWTPgZu6oeXuDSNj3h9WP |        11308 |          0 |     0 |     False     |        11308 |    0.0136% |
| AU1NUy5d8zpTaDDZxb5J2BxsNnbMCMt9gZYc1skq6sa2BXK71PRV  |        11168 |          0 |   136 |     False     |        11304 |    0.0136% |
| AU1kqxdLfYbJLv1ve3BH1zks8FSP4V7wzfaprrPpbzLZfJMXyyX6  |        11298 |          0 |     0 |     False     |        11298 |    0.0136% |
| AU1xQjsTjjpWzALgBoRi8WwyADCDbnig6ApiVYx8UCHso9cBtQ97  |        11141 |          0 |   156 |      True     |        11297 |    0.0136% |
| AU1X8bxQJsPoiHdfp62i5H2ExHvLpG2uSrwiESJEEuob7t97xbtn  |        11297 |          0 |     0 |     False     |        11297 |    0.0136% |
| AU1d69UiW8HPXPDHqPJ2QWpw4NGA6wchMv7TLaLKhGkiBJxLBvSM  |        11219 |          0 |    77 |     False     |        11296 |    0.0136% |
| AU1kQUSWwbAbreyRMsQuqHfzmECgzxgys15xqaMamCn96H597SHo  |        11295 |          0 |     0 |      True     |        11295 |    0.0136% |
| AU1tkSFbgMs2xnvHG7iwTsK9hRJnabd2tzB48LxV1P4xdqjw5AUs  |        11294 |          0 |     0 |     False     |        11294 |    0.0136% |
| AU16T7BSZrdCZ9GfhHFjqryCR3qkx5c89BQ4dhudTCByfWoanfCw  |        11294 |          0 |     0 |     False     |        11294 |    0.0136% |
| AU12mCmFRcyNtMH7T7VFt8K54fJGroEWbQJLgrurGcebH7ZLjaV9v |        11285 |          0 |     0 |     False     |        11285 |    0.0135% |
| AU12QDdVq1VgZfCW3FP617D7qspc9Qww2KKMGebvKaAo3AyR2KVdZ |        11210 |          0 |    71 |     False     |        11280 |    0.0135% |
| AU18razszC2ET9KzGF2oPRguABpDmLs29A65RkjTgjF1noTkGcro  |        11276 |          0 |     0 |     False     |        11276 |    0.0135% |
| AU1z8rQPrAQd2haXEQpAE3Y68K8bDqjHtDHwRQqAqmT18Uxppsyp  |        11274 |          0 |     0 |     False     |        11274 |    0.0135% |
| AU12CKVyD5fkEHnbVRHDEyWLDFD1FLRHQg7bXfhzw1Kor1ZwhL95B |        11271 |          0 |     0 |     False     |        11271 |    0.0135% |
| AU12Ssaqt6Qzghettqd2nFDVFN4CLZFE2eA3cWnEg9nAnqJgWMHyw |        11267 |          0 |     0 |     False     |        11267 |    0.0135% |
| AU1hFSRJrsEsuMVbbGCakM3ZKBRLXHti41nvQEp94Qa5CKhFv387  |        11198 |          0 |    64 |     False     |        11262 |    0.0135% |
| AU1q7DQGsEWttD97kWRAqtxh1erccktGuXkKPLvYZBsWUZdc3rzE  |        11261 |          0 |     0 |     False     |        11261 |    0.0135% |
| AU1DmnEqs2sEvbNsQ443s6gtg8AAxy5ybYQzwMmNWfs41Y5pT2r1  |        11256 |          0 |     0 |     False     |        11256 |    0.0135% |
| AU12WLAsfT2pc8WPxZA5Mxu69aji29onBB36fkoTvjm9LRsWZ52ny |        11255 |          0 |     0 |     False     |        11255 |    0.0135% |
| AU18SPUE7pg5gJAX3Ck1mJqqmgaCfWqjc5hPtCLJpqvStoRfT7eG  |        11253 |          0 |     0 |     False     |        11253 |    0.0135% |
| AU12AEX8azfEUk6t9uQx41uMUbQmpQwk2BDpeHjHcUzK6U7vQJDi8 |        11250 |          0 |     0 |     False     |        11250 |    0.0135% |
| AU12QE6vnbnC1Tv2afBV2L8fVaBz7E8BsTr8n9EyPpU3RRVHGK9gW |        11248 |          0 |     0 |     False     |        11248 |    0.0135% |
| AU1Uc3XYiUnw9TFs746ou2NnWBvs2u2FLxmTKm8CxBHSvSXxG8tb  |        11246 |          0 |     0 |     False     |        11246 |    0.0135% |
| AU1Kx81W3F7m4KbbHNh1M7XgnaEqbuhSTfDCdQig5fkp6B71XSAA  |        11246 |          0 |     0 |     False     |        11246 |    0.0135% |
| AU12FynbSRqBrWeEbcoWCL3eXtP4H54E1z65iMhVfJxCeA4tZF46f |        11241 |          0 |     0 |     False     |        11241 |    0.0135% |
| AU12uXqgZX55tWyCB8giVmp3Xh5hcGvK7pzPgasdpzCWp8qoUCKR3 |        11238 |          0 |     0 |     False     |        11238 |    0.0135% |
| AU1nnqpnQV5z858jH3nxk4em8BnD3yNcHwbNg99nf3KWtmN5BisF  |        11098 |          0 |   137 |     False     |        11236 |    0.0135% |
| AU12TE1bq8exE6R4TeqqxqTCbUjHdFt8GqRXBCei35yZbUfzisZQJ |        11103 |          0 |   132 |     False     |        11235 |    0.0135% |
| AU127qCv69PYQzXBJbsxm4EoZcp4SMjXCzovhezeqeD68fyfrPM3E |        11232 |          0 |     0 |     False     |        11232 |    0.0135% |
| AU1kddBV6hURrwKAP5z3JwB6QEb7jj3rPQdpHrFUXjHA3VftKXjD  |        11231 |          0 |     0 |     False     |        11231 |    0.0135% |
| AU1V6diFBKgDKQWV9tFv1nWkUVsWmACj7EbB3cnLP8rwPXENyq3d  |        11229 |          0 |     0 |     False     |        11229 |    0.0135% |
| AU1PSHa53BG1QiZPpULtcy4z3cKptbw82qbr6fY7K86Y4NVYKkiq  |        11229 |          0 |     0 |     False     |        11229 |    0.0135% |
| AU12S54DMB7AF9pp5JWhMCsrMgFDfXMhgsdc8m5GTNVtQqQ79ejWP |        11227 |          0 |     0 |     False     |        11227 |    0.0135% |
| AU1pQfYFJXtqCj5nQw33mEjGiFbyMQy4jsAvmPRMPD7eymtmEWU1  |        11166 |          0 |    56 |     False     |        11222 |    0.0135% |
| AU12HcbyUsFg2rQ1hEhrwUU6vJ45tK4zvwoLcLDDeqnTXx7yE3pvN |        11220 |          0 |     0 |     False     |        11220 |    0.0135% |
| AU1BpaNCxX5g4Ww5CUA56TeYuLsPn6Lwon3EfzjZ67xvUdusjPCS  |        11219 |          0 |     0 |     False     |        11219 |    0.0135% |
| AU1mUqafJmiH5krzL6igZ2WQRXkk1s72TUdAFpjsoK2HSBjN6smW  |        11218 |          0 |     0 |     False     |        11218 |    0.0135% |
| AU1yw6yH5qS1S16v6SgAqcP79pDtB6Q7qBrkn9p3A4EozEZGiug5  |        11047 |          0 |   170 |     False     |        11217 |    0.0135% |
| AU126pcsvsj7jHX5a3GYgsbe5XQmk5SxwHzpR5vD7cwRFocSnnahD |        11217 |          0 |     0 |      True     |        11217 |    0.0135% |
| AU12CAcrDG7ey66bw3ZBqX6KT2PvWMFFYfzFiBH5oDvvCu3QrWBMw |        11151 |          0 |    61 |     False     |        11212 |    0.0135% |
| AU12RJvCXxGRxifxJ5p7pRUbcUkHKYacVhHcm76ESiaueMN1xyRr  |        11209 |          0 |     0 |     False     |        11209 |    0.0135% |
| AU1t1FhNK9WtHe6UysKw3oNVTpdSy4m8KhpRKnX1DSQdgHkVcVFy  |        11204 |          0 |     0 |     False     |        11204 |    0.0135% |
| AU178nWWnNpVCcUza9pQBUM4zM2zWbHvL4VmsK37PcZ4Uhc8z1Ah  |        11204 |          0 |     0 |     False     |        11204 |    0.0135% |
| AU1MBvjdmKZW1taCvXRgrmhznMmnrseQrpPSPeBRYFFdJg67RszV  |        11200 |          0 |     0 |     False     |        11200 |    0.0134% |
| AU12S1FNTdWDduvZnVQJ6b43v8d2VQQ8fxAKcHi3EBfyuvCs6azJM |        11200 |          0 |     0 |     False     |        11200 |    0.0134% |
| AU12RSZ3pmymLggBS4WXxPUqd1EvkZU5MmNt7SbE2m86qaG2GQbnR |        11110 |          0 |    78 |     False     |        11188 |    0.0134% |
| AU1CYHJrng9ScDVo4WdZNVVanMoYR9tdWvT5A38NMJzEuRnR4teC  |        11186 |          0 |     0 |     False     |        11186 |    0.0134% |
| AU1HTv5JDgqgpwXKUSDfe4m9M9YgP4ZC7XUzXpGi1uA2yQZWkcuL  |        11183 |          0 |     0 |     False     |        11183 |    0.0134% |
| AU12dtV5x1ZkjAiJNQiDVyTVV6h9upbueRX9PyxzUrcBAoPDPCucZ |        11183 |          0 |     0 |     False     |        11183 |    0.0134% |
| AU12Xjwy8wFLEaK5bi9iYab2CpYihQm7JfBuV1y7AAWDQ5xCQoLSn |        11182 |          0 |     0 |     False     |        11182 |    0.0134% |
| AU1rz3RPX2dcVhkwbg69MKzL7XmA9A6o1MGqp2FYtfUKdxhXxu4n  |        11176 |          0 |     0 |     False     |        11176 |    0.0134% |
| AU15xKtBq6m5gyoG4uoEGpFLJEu3c9gfwKt3G6UDyen8SUxwsFZ3  |        11168 |          0 |     0 |     False     |        11168 |    0.0134% |
| AU12BNM9nCkf6PmLEjc6qnWsES5yxaVge3i65jmHNKnfXrLZHUrUX |        10989 |          0 |   176 |     False     |        11165 |    0.0134% |
| AU1p9Cwgy2NP5L18aftZkQAUpMntPUUq5rtqusp3suPBQuqanh4M  |        11158 |          0 |     0 |     False     |        11158 |    0.0134% |
| AU1NEvJNsbD5w7g58zHkiimYu3XgRcbZYiQLCHyfCBPKKoK6y252  |        11155 |          0 |     0 |     False     |        11155 |    0.0134% |
| AU12rjngQe68wgsDdQc3LyF5kGkatgB8NrWJ5HnyZtwTQmDRStqgd |        11152 |          0 |     0 |     False     |        11152 |    0.0134% |
| AU12Qg66H56dLPfqPNvUe6pRXnSrPTUkBp3E3j3a8JefBpCt2Lsga |        11152 |          0 |     0 |     False     |        11152 |    0.0134% |
| AU12n33kGtdDP5Q5v9UAYTEvzD2wcdTxpaiB7aT4bfAeCQVF6rtpm |        11147 |          0 |     0 |     False     |        11147 |    0.0134% |
| AU12kiWP8NudGi2NvFtk2Nvm9FTZKBr6pbWpf4Md7gLQFPKAtUuDz |        11141 |          0 |     0 |     False     |        11141 |    0.0134% |
| AU12wReBMqyZfXAFPuUW1g5Np5GJSHpXTdosxXFAbu4Z85hQWKYPh |        11042 |          0 |    95 |     False     |        11137 |    0.0134% |
| AU12C4dZc7p5WFQc9ZZsaRqjjoKq1A6jgCwxVBVjLtJXzF8yLZmTU |        11136 |          0 |     0 |     False     |        11136 |    0.0134% |
| AU1kfQex7E2Ff3AopvdXhAksqcjLAUvL6z5UFvsqTkGciD3dVcCo  |        11133 |          0 |     0 |     False     |        11133 |    0.0134% |
| AU1oZfLiC1tsPZfdZsyF561MurjRZNZ3jMGqFB5TZPipAKY871qL  |        11132 |          0 |     0 |     False     |        11132 |    0.0134% |
| AU12SiCzBQrDgci1SuteUSL89GR9y2Vr2asYKtjo4juuwt2v43ew7 |        11132 |          0 |     0 |      True     |        11132 |    0.0134% |
| AU1zC3ywoPvbaN6mGEprABbfjoxSJ5ayBGTfCxCoFo2MRpDrCHk9  |        10986 |          0 |   144 |     False     |        11130 |    0.0134% |
| AU12quL5C5KRmMSUWSeS7ARq8w4VsveVa7NqXfFB9uwPZrU6Lt17z |        10945 |          0 |   175 |      True     |        11120 |    0.0134% |
| AU12DgZD5TRpir7cuAHz9WhC1du4cR3UEYtR9bnpskG8XzXeBSFVk |        11119 |          0 |     0 |     False     |        11119 |    0.0133% |
| AU12jahXurUzwYU1BbsoaTNZzn2p3a6n14rHCnd2V9MLEHToKZPig |        11118 |          0 |     0 |     False     |        11118 |    0.0133% |
| AU12vMoHgvzjL7wtY49LNC7bhXqxApbAzS8iHNEx717bW6TLcVgTD |        11117 |          0 |     0 |     False     |        11117 |    0.0133% |
| AU12GdUqxTWkSGr93hWPtptGs3xMZtJP5VVY8bPYuj6hGNbrgyVQG |        10969 |          0 |   149 |      True     |        11117 |    0.0133% |
| AU1AYPPKZNm3CrUPZ1mvwDCVCh7m7MQGSfFvraVm4PzPgWaqCKmm  |        11114 |          0 |     0 |     False     |        11114 |    0.0133% |
| AU12ExzBCvSiehb4Jgt7srnJkyMvJU5EDSCnzRRxsr1v4DP1bN6wz |        11009 |          0 |   103 |     False     |        11112 |    0.0133% |
| AU1Y62X1ydrshPb3K4huNrbTy72TwamwcZiGR7kr8NT3LYZ3uUxb  |        11108 |          0 |     0 |     False     |        11108 |    0.0133% |
| AU12NdaSNHfNPNL69R77QzYwMzXzRhUSLtdLKUW3J7kScZGT3TpYd |        10908 |          0 |   197 |     False     |        11105 |    0.0133% |
| AU12pLfb1mNQCTtUMx8uKWfgN1Yn8PrTDKc3szMbE8LTVhsdVYEsp |        11099 |          0 |     0 |     False     |        11099 |    0.0133% |
| AU12QBjHeznyuMjbWDx3y6UVXbQSfTXEEBFbPjYu6bSF2WnfkJqbr |        11094 |          0 |     0 |     False     |        11094 |    0.0133% |
| AU1F9U9nM1kMgoH1Tj7TUxphfHmtnoE35WaTcjhDJfpkvJu1o9ak  |        11090 |          0 |     0 |     False     |        11090 |    0.0133% |
| AU12EpxZL9ZERUd3BnchTRSneeJHoyhzGVQxUfyqJHkuHPATkrtmt |        11090 |          0 |     0 |     False     |        11090 |    0.0133% |
| AU1R52TRcQJRsD7WNyTa2dMWMKiLAjLrJFpcLgbh65ZaLVj6mmAR  |        11087 |          0 |     0 |     False     |        11087 |    0.0133% |
| AU1fsYtTs6imbxodu8Rz61s9w75KoqCuuqyc6KXDhizGueAX8cGd  |        11083 |          0 |     0 |      True     |        11083 |    0.0133% |
| AU1smiM5Bc5y5Wn3XJqPNCzWDszbVxSz3arsqFK5XsfAAXktTwZR  |        11079 |          0 |     0 |      True     |        11079 |    0.0133% |
| AU12V2DEWhGzR7mJsxDuLtqjEJJYTJewE7w8WnMSZq6Hq9cFanMLg |        10979 |          0 |    94 |     False     |        11073 |    0.0133% |
| AU15CTf244mkTmmKMuN9bBjmVzzfnztXx8B8YXgkzcrPZyPXuWEB  |        11072 |          0 |     0 |      True     |        11072 |    0.0133% |
| AU1WTWoP81VRmbaG8TrUKxnbs36XWzBTnbi6cUzwMQ1yP2h4qbhz  |        11007 |          0 |    64 |     False     |        11071 |    0.0133% |
| AU1s7C6uFG2Z95iVqa9bpC5nUtqgCJyAhMD2YS8vXarRksmvfDQQ  |        11068 |          0 |     0 |     False     |        11068 |    0.0133% |
| AU12ozpEKpo9yZ7iw7cewwLPx34kqTiCsd2dZWhS4D7tB47tj4NNj |        11066 |          0 |     0 |     False     |        11066 |    0.0133% |
| AU15qGWaLXAcfCzaN3RnbgE5BfZ4bnT9sDxP5bxLBiDFs4V8nFoS  |        11060 |          0 |     0 |     False     |        11060 |    0.0133% |
| AU12mdfjXQPjd3SwpgJQ8ZMqELLT2F8fYQwaDsEJYdYWrxq7VEu6e |        11060 |          0 |     0 |     False     |        11060 |    0.0133% |
| AU12m6jzEC2st1qp2uB57XKbRbj9AiCYFxpxpQwmFv7rNwLN4vPTN |        11059 |          0 |     0 |     False     |        11059 |    0.0133% |
| AU12YBoifSLZd1qoxNX45LR4HRGCMJhcuw4dvPotWn2HmRx7oy79t |        10940 |          0 |   119 |     False     |        11058 |    0.0133% |
| AU1gAerzkyx4ZwspWZ2cDpxZZXN1ojX73E8ENGbW1quWmXVYNJnR  |        11056 |          0 |     0 |     False     |        11056 |    0.0133% |
| AU1MgsbyqptSpsSoJcBtgdnCZNBruMiX118bqAcRkaiaP1wKvPyV  |        11050 |          0 |     0 |     False     |        11050 |    0.0133% |
| AU12TrvWhcjZT8V5s2Q8yyh33ycKSPxjt6BE844qGiTab2N75bzZx |        11050 |          0 |     0 |     False     |        11050 |    0.0133% |
| AU12qT64f5mLaqQ8NZmkCEh8d7KaHdSQWNwmbeURRKTUPzwTVEuiF |        11047 |          0 |     0 |     False     |        11047 |    0.0133% |
| AU1RV7so8KNdkUw17Dj9E622nrwJQmueM71SVNEWVwjnFUwmn5hL  |        11042 |          0 |     0 |     False     |        11042 |    0.0133% |
| AU1SXqa6UwJgjdjrmPvWg66C7JFDyCq3bAHvNkiduYhQjFRHCPHi  |        11041 |          0 |     0 |      True     |        11041 |    0.0133% |
| AU12rKo7wZkgEQje3EuNp2vyG2qDntQ72Tf44pFFPBsior5EBhenL |        11037 |          0 |     0 |     False     |        11037 |    0.0133% |
| AU1H1dmGrt81fjPdQjffScZpoJswCGBTRckUWMH9VXZ6B9kEjmip  |        11031 |          0 |     0 |     False     |        11031 |    0.0132% |
| AU164ijPS248ToCUNeno89u3gjttuUpvSNJDBYrWn51dPrd5u6gS  |        11023 |          0 |     0 |     False     |        11023 |    0.0132% |
| AU124ktWzWK9UWUUssoKBjH5yMjFbQz7w1TfdQHgPpFGnGASWrU6o |        11021 |          0 |     0 |     False     |        11021 |    0.0132% |
| AU12t4fvi9stb1hW294EM7ZfCR6QqypTDeebJvWPZvMMNCgvykE16 |        11014 |          0 |     0 |     False     |        11014 |    0.0132% |
| AU1ojZ1mo9TtbHzy1Y6QLAnKVBbpME1Prf3pQusP1kKpjGgGoLy4  |        10956 |          0 |    54 |     False     |        11010 |    0.0132% |
| AU1HcMCSMx1M438sJC2GY2pXdp6ZeWS5p5Yx2Th9iduqSVHbFUy6  |        11006 |          0 |     0 |     False     |        11006 |    0.0132% |
| AU1eJeZdzLywbejVeXWWqCcxysm46jr2GNtbNLkaqdXrbGP8cWmb  |        11005 |          0 |     0 |     False     |        11005 |    0.0132% |
| AU128DqtE2SbDEF8LUt9gF4NKsWmcMADN4a4ruTG7UxPy6PKfDzGv |        11002 |          0 |     0 |     False     |        11002 |    0.0132% |
| AU121X6o9wBUgsJbqMDB8ymjX6bZBcWsHV7od2X4rNUdpmbejsqTQ |        11001 |          0 |     0 |     False     |        11001 |    0.0132% |
| AU12Uq9gLPyVFJbN4P83b4j9BvjMemiT33aqr2tDAxr2dsew6kp55 |        10995 |          0 |     0 |     False     |        10995 |    0.0132% |
| AU128hwK8dA4N8qY2Noevu7m8Jtag7DfcSksZGUdw6swUcok7royL |        10994 |          0 |     0 |     False     |        10994 |    0.0132% |
| AU12PGq3ex3HyKuzMY4L6HCLmtjc4KDfs9ehbdCNFRAg6qBWSZdcB |        10791 |          0 |   200 |     False     |        10991 |    0.0132% |
| AU1a4UDsX8kwTHpmFSf4EmB4W1BHcz7PoPpDye2ZxN6K1i9Yk14d  |        10989 |          0 |     0 |     False     |        10989 |    0.0132% |
| AU19jgLpmm8qEs3cfnzzpzvaeyEQUjx2KZHBkUJKuvwrdbdZXxWs  |        10987 |          0 |     0 |     False     |        10987 |    0.0132% |
| AU1kPgQxiDkVyT3MibfHww3WZowHHna7HNiD2GJ8EFv6Wtm84CTM  |        10985 |          0 |     0 |     False     |        10985 |    0.0132% |
| AU1pG65HTGaey2eMnUorRzAUGUAmB3Lbde8rtQqEb49eJxZPTCM3  |        10847 |          0 |   137 |     False     |        10984 |    0.0132% |
| AU12KUcVTT7v9wj9y1Ynev6MzYXH7yDn74fJ96dLZz6TejxQY7KUp |        10983 |          0 |     0 |     False     |        10983 |    0.0132% |
| AU1whFm7fZCcQEQtPAKnj4KZS9mDrjgNCQ5uQvwatYXNfNExCVnm  |        10982 |          0 |     0 |     False     |        10982 |    0.0132% |
| AU12NfdBkJZMxQy8LmPfs6JTZL1ZZhanmz5jA4rw7VzatsE11gMPY |        10845 |          0 |   137 |     False     |        10982 |    0.0132% |
| AU12YCm3SNhXj3t5JthEr2r4fSjuy75CKRXjhwsp8EvEYQMAysmaZ |        10980 |          0 |     0 |     False     |        10980 |    0.0132% |
| AU1Y1eAxXyToW9hfKst9sbUQY2Z3n8ypsc5ihC2xEqHfAQeUJNyk  |        10914 |          0 |    64 |     False     |        10978 |    0.0132% |
| AU14UesyCAs1LaCQvm7en8nMNfvHBBmqQsQPz21VgPrsUpYKXSZg  |        10911 |          0 |    66 |     False     |        10977 |    0.0132% |
| AU12NwUsyghYjus6Necgq1J9QQsPG3uGrh45etuiiV18HsfB6G1Kb |        10972 |          0 |     0 |     False     |        10972 |    0.0132% |
| AU14chFMNBEQU83CeK3y2gHsGcQE7vG8bMqYrBupS4E3BWngBAWL  |        10958 |          0 |     0 |     False     |        10958 |    0.0132% |
| AU1dqybsDGiVEjo5Ky2HBkRZUDErrCSGC1BpXtpdcnhfxFw5buLu  |        10793 |          0 |   164 |     False     |        10957 |    0.0132% |
